Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-12-30,Secret Level - Dungeons & Dragons: The Queen's Cradle,2024,https://boxd.it/8dGk9n,3.5,,LFG,"primevideo, garbage",2024-12-29
2024-12-30,Secret Level - Unreal Tournament: Xan,2024,https://boxd.it/8dIbH5,4.5,,ROCKET JUMP!,"garbage, primevideo",2024-12-29
2024-12-30,Secret Level - Crossfire: Good Conflict,2024,https://boxd.it/8dL4xj,1.5,,no one's the bad guy. ,"garbage, primevideo",2024-12-29
2024-12-30,Secret Level - Mega Man: Start,2024,https://boxd.it/8dN87N,3.5,,great but way too short,"primevideo, garbage",2024-12-29
2024-12-31,A Complete Unknown,2024,https://boxd.it/8ePTPF,4.5,,"i'll be honest... i loved this. i'm not a bob dylan fan, but that's not to say i'm not NOT a fan -- just unfamiliar. as a fan of movies, i really enjoyed getting to know bob dylan the person through his songs as performed by bob dylan the character. i recognized some and heard some new ones. the main thing i learned was that bobby didn't like to repeat himself, which i find infinitely relatable.

as far as characters go, i really enjoyed chalamet's performance. Monica Barbaro was a fun match up. i'm grateful for some other familiar faces in the support cast like Scoot McNairy and Edward Norton and Elle Fanning. the fact that this film is light on the facts and leans more into <i>how</i> Bobby lives and loves worked for me. 

it's no <i>Dune</i> pt 2 but it's a lovely cap to this year","in theaters, moviepass, profile",2024-12-30
2025-01-02,But I'm a Cheerleader,1999,https://boxd.it/8gT1x9,5,Yes,starting 2025 super gay,garbage,2025-01-01
2025-01-04,Shadow,2024,https://boxd.it/8j8qpR,3,,"interesting, if unsubtle. i would not call this horror.","alter, youtube",2025-01-04
2025-01-05,Boys State,2020,https://boxd.it/8kf1H5,4,Yes,where is GIRLS STATE?,"appletv+, garbage",2025-01-04
2025-01-09,The NeverEnding Story,1984,https://boxd.it/8nqm51,4.5,,"oh yeah, that's the stuff right there","youtube, cspiregaming",2025-01-08
2025-01-11,Cunk on Life,2024,https://boxd.it/8pwyQN,4,,with this and the new <I>Wallace and Gromit</I> I'm just having a little day with Diane Morgan,netflix,2025-01-10
2025-01-12,A Complete Unknown,2024,https://boxd.it/8rgNCd,4.5,Yes,watched with johnny at Regal New Valley,"in theaters, moviepass",2025-01-11
2025-01-13,The Social Network,2010,https://boxd.it/8sdfeJ,4,Yes,"after the zuck's recent actions i'm on board the train to get a sequel biopic -- i don't know if anything like that has ever been done before but this deserves the treatment. 

i don't love zuckerberg in the slightest, so i am confounded by the last line of dialogue from Rashida Jones' character Marilyn Delpy, ""Mark, you aren't an asshole. You just tried so hard to be one."" 

also, while revisiting this film after <i>Challengers</i> i think i noticed some repeating melodic ideas -- not sure what that means. the song <a href=""https://open.spotify.com/track/2FVh8jIZ1uO88bBQ8fi6W6?si=170908896fcf43aa"" rel=""nofollow"">""L'ouef""</a> from the former has some of the same piano as the end credits of this move.",primevideo,2025-01-12
2025-01-13,Dream Scenario,2023,https://boxd.it/8sty59,,Yes,"this is the first time i've watched this since i saw it in theaters... i still refuse to rate it.

it might be genius, or it might just be a stupid metaphor (dreams === movies). either way, i do know i liked it.","max, garbage",2025-01-12
2025-01-14,Mr. Know it All,2024,https://boxd.it/8t2aGF,,,"Bashar, I enjoyed it. Keep working.","youtube, letterboxd member",2025-01-13
2025-01-15,Salvatore,2017,https://boxd.it/8tvAu9,4,,bloody and operatic ,"youtube, alter",2025-01-14
2025-01-15,Nosferatu the Vampyre,1979,https://boxd.it/8tXZFn,4,,lmao this is so weird,"youtube, shout! studios",2025-01-14
2025-01-17,Mulholland Drive,2001,https://boxd.it/8v2CZ9,5,,"the cinematic equivalent of ""pour one out for your homie"" is to play your favorite film from a director to honor their passing.

it is probably romanticizing it but maybe david lynch's heart was broken by the destructive fires in LA. he loved the city and its lights. ","criterion, bluray",2025-01-16
2025-01-20,Munchausen,2013,https://boxd.it/8xmnGT,3,Yes,"<blockquote>By nursing secret destructive attitudes, a wife can drive her husband, and a mother her children, into illness, accident, or even death. Or she may decide to keep the children from marrying—a deeply hidden form of evil that rarely comes to the surface of the mother's conscious mind. (A naïve old woman once said to me, while showing me a picture of her son, who was drowned when he was 27: ""I prefer it this way; it's better than giving him away to another woman."")</blockquote><blockquote>
A strange passivity and paralysis of all feeling, or a deep insecurity that can lead almost to a sense of nullity, may sometimes be the result of an unconscious animus opinion. In the depths of the woman's being, the animus whispers: ""You are hopeless. What's the use of trying? There is no point in doing anything. Life will never change for the better.""</blockquote>The process of individuation: Animus, the man within
 M-L von Franz, excerpt from <i>Man and His Symbols</i>",youtube,2025-01-19
2025-01-21,O.C.D. (Obsessor Coercio Deus),2025,https://boxd.it/8yakV7,4,,"i almost thought it wouldn't stick the landing, but it did.

recommended by Vinny",youtube,2025-01-20
2025-01-23,Tuesday,2015,https://boxd.it/8A9MaJ,4,,the juxtaposed sound to silence... ,vimeo,2025-01-22
2025-01-24,A Complete Unknown,2024,https://boxd.it/8AMIhf,4.5,Yes,this is my third time. i wanted to support the Capri before it left their single screen. i wish they weren’t so controlled by Disney and could show cool shit.,in theaters,2025-01-23
2025-01-24,Blue Christmas,2017,https://boxd.it/8APVlP,5,,"thank you, random korean youtube channel that uploaded this","youtube, garbage",2025-01-23
2025-01-26,Sonic the Hedgehog 3,2024,https://boxd.it/8Cb4iV,4,,i love jim carrey,"in theaters, cinemarkmovieclub, jsyd",2025-01-25
2025-01-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/8D3Dnf,5,Yes,my brother (despite having lived with me between 2001 -2007) has never seen any LOTR movies so we are fixing that with a healthy dosing of the extended editions,bluray,2025-01-26
2025-01-27,The Lord of the Rings: The Return of the King,2003,https://boxd.it/8DkXTz,5,Yes,"watching this now really gives me hope that the Academy will treat Villeneuve's <i>Dune Messiah</i> like this film.

also, i need to give this bluray set back to its original owner.",bluray,2025-01-26
2025-01-30,Meat Puppet,2024,https://boxd.it/8Fc0AP,4.5,,"well... i had the thought when he put the puppet on, ""if the rule holds, then the puppet has to stick its hand inside of the man to reverse it"" and then that was literally the ending.

i fucking love movies ","youtube, short of the week",2025-01-29
2025-01-30,The Brutalist,2024,https://boxd.it/8FwhfT,4,,i caught this in the IMAX before it leaves,"imax, moviepass, in theaters",2025-01-29
2025-01-31,Let,2024,https://boxd.it/8FHLuB,3.5,,I love it when they make out,"youtube, short of the week",2025-01-30
2025-01-31,Presence,2024,https://boxd.it/8FZVqF,3,,"this didn’t do enough with its concept, but it still told a story. i liked the ending, but the beginning really should have stretched some of the concept by having the ghost experiment more. this does well to balance its plot in the last half -- very masterful. ","in theaters, moviepass",2025-01-30
2025-02-02,Hereditary,2018,https://boxd.it/8HhGRB,4,Yes,"when I showed this to my sister 4 years ago, she did not like it. I wonder what she would think today.

also i bet the treehouse smells so wild ",appletv,2025-02-01
2025-02-03,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/8IsCtV,4,,"hmm... first impression rating. i enjoyed this, but if it was my first watch i would have checked out because of the voice acting for shinji.

watched with hunter","cspiregaming, primevideo, hunnit",2025-02-02
2025-02-03,Groundhog Day,1993,https://boxd.it/8IwmdZ,5,Yes,i usually celebrate privately... but this year i streamed this in discord,garbage,2025-02-02
2025-02-12,Night Session,2024,https://boxd.it/8Ofsbb,4.5,,fucken loved it. really great short,"omeleto, garbage",2025-02-11
2025-02-13,The Brutalist,2024,https://boxd.it/8OR551,4,Yes,watched with Mary,"in theaters, merry",2025-02-12
2025-02-14,This World Is Not My Own,2023,https://boxd.it/8PlFEV,4,,Watched at the Mississippi Museum of Art as part of the Southern Series circuit,msfilmsociety,2025-02-13
2025-02-14,The Menu,2022,https://boxd.it/8PpL5P,4,Yes,"watched with reese, gali, pony, rick, jaimz, and vayp",big brain,2025-02-13
2025-02-14,Naysayer,2019,https://boxd.it/8Pqz2B,4,,it hit me,"big brain, youtube, omeleto",2025-02-13
2025-02-16,Tenet,2020,https://boxd.it/8QNiEj,4,Yes,"this movie is so cool.

watched with jeana, micah, hannah, and larry",bluray,2025-02-15
2025-02-17,Tenet,2020,https://boxd.it/8Rp2zj,4,Yes,"this is a movie about climate change.

watched with mj","primevideo, garbage",2025-02-16
2025-02-18,Interstellar,2014,https://boxd.it/8SjWUJ,4.5,Yes,"watched with mj, gali, guffy, jaimz, lolo, rick, and the wrong garrett",garbage,2025-02-17
2025-02-20,Rebel Ridge,2024,https://boxd.it/8TxJKN,3.5,,"with jaimz, mj, lolo, guffy, rick, and josh","garbage, netflix",2025-02-19
2025-02-21,Dune,2021,https://boxd.it/8U7nYv,5,Yes,broke in the 4kuhd,4k,2025-02-20
2025-02-23,Perfect Days,2023,https://boxd.it/8VrKYR,5,,I chose this for Shelby’s birthday.,"4k, criterion, shelby",2025-02-22
2025-02-25,Twin Peaks,1989,https://boxd.it/8WSNDb,4.5,,happy twin peaks day to all who celebrate,dvd,2025-02-24
2025-02-28,Moonlight,2016,https://boxd.it/8YuNZh,5,Yes,this is so immersive in IMAX,"imax, in theaters, moviepass",2025-02-27
2025-03-05,Disaster Movie,2008,https://boxd.it/91UFRj,2.5,,watched with reese and josh,garbage,2025-03-04
2025-03-06,Ikarie XB 1,1963,https://boxd.it/92noIR,3.5,,"the thought occurred to me: had my grandparents been big movie watchers, i wonder if there’s a universe they would have seen a movie like this around the time they had my mother.

i found the writing to be compelling but the set design… did not feel good",bluray,2025-03-05
2025-03-07,Mickey 17,2025,https://boxd.it/92ZXCl,4.5,,"a lot of fun but also a mess, narratively. 
feels like an amalgam of Bong Joon Ho tropes.

- I love Robert Pattinson’s acting 
- Title card at 35 minutes in the runtime is so much fun
- The title (and in general, just having watched a lot of movies) tells you everything (I mean, the plot is not subtle at all)
- The evil characters are comedic and just present enough on screen to deserve their foils; Mark Ruffalo seems to be having a real good time, and Toni Collette manages to terrify as well as tickle
- Naomi Ackie!!! she played self-possessed, protective girlfriend so well
- The creepers are kinda cute, and I love this whole talking animals thing we have going on (I wonder if Bong Joon Ho plays a Bard, or maybe a Druid)

Watched with Jeana, Micah, Zack, and Foster","in theaters, moviepass, profile",2025-03-06
2025-03-08,The Patriot,2000,https://boxd.it/93wTAL,3,,"in the movies logged among my All Time stats on Letterboxd, this movie is the 1,776th

watched with jake, john, and reese",primevideo,2025-03-07
2025-03-10,No Country for Old Men,2007,https://boxd.it/94ZzyR,5,Yes,watched with Jake,"primevideo, garbage",2025-03-09
2025-03-10,Mickey 17,2025,https://boxd.it/95a0ih,4.5,Yes,rewatch in IMAX. worth.,"imax, in theaters, moviepass",2025-03-09
2025-03-10,The Gorge,2025,https://boxd.it/95hNZD,3,,"on paper I was not interested but when someone asked me to stream it I was down for it and we gave it the MST3K treatment and had a blast. with the premise and the execution, it's the kinda movie built for this stuff. 

watched with Jamie, Reese, rick, and josh","garbage, appletv+",2025-03-09
2025-03-12,Hugh,1996,https://boxd.it/96o7D9,4.5,,"Wow. I didn’t think I’d ever see something like this in my living room. Granted, I know nothing about Joshua Oppenheimer and am just jumping in to these short films.",dvd,2025-03-11
2025-03-13,Tristan & Isolde,2006,https://boxd.it/96VOb9,2,,at least there are hot people,dvd,2025-03-13
2025-03-16,Ice Age: The Meltdown,2006,https://boxd.it/98CzeR,3,,Watched with Alan and mom,dvd,2025-03-15
2025-03-17,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/99sFuZ,3.5,Yes,watched with Alan and mom,max,2025-03-16
2025-03-18,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/99FYaZ,4.5,Yes,"Watched with Alan and mom. He saw <i>Chamber of Secrets </i>with her, too, but I didn’t sit for that one. This one is my favorite of the series because of the new Dumbledore, first and foremost, and Alan liked the change, too.",max,2025-03-17
2025-03-20,Daaaaaalí!,2023,https://boxd.it/9b6aT9,3.5,,it made me laugh,mubi,2025-03-19
2025-03-21,The House That Jack Built,2018,https://boxd.it/9bsGZR,4.5,Yes,garrett watched the last half. he was disgusted and yet interested,"garbage, mubi",2025-03-20
2025-03-23,Novocaine,2025,https://boxd.it/9cIfW3,3.5,,"this was fun as fuck with great physical comedy. but those villains were so vanilla.

watched with aaron, jaime, and nanda","in theaters, moviepass",2025-03-22
2025-03-24,A Knight's Tale,2001,https://boxd.it/9dg2hf,4.5,,i fucken love movies,"primevideo, garbage",2025-03-23
2025-03-25,Tenet,2020,https://boxd.it/9e5yOd,4,Yes,"i stood 3 feet away and studied this like a painting in a museum. 
watched in 4K Ultra HD.",4k,2025-03-24
2025-03-31,Greetings,,https://boxd.it/9h1fmt,4.5,,incredible,youtube,2025-03-30
2025-04-01,Mobile Suit Gundam Narrative,2018,https://boxd.it/9hVION,3.5,,"i liked it despite knowing nothing. 

watched with jake.","garbage, crunchyroll",2025-03-31
2025-04-02,Bring Them Down,2024,https://boxd.it/9itlol,5,,"harrowing.

i will miss my Mubi subscription but i am not happy with my experience since the film of the day is no longer the differentiator. 

i'll catch any Mubi releases in theaters, though","mubi, garbage",2025-04-01
2025-04-03,Mr. Smith Goes to Washington,1939,https://boxd.it/9iRQoz,5,,"let's fucken go.

watched with garrett and mj","garbage, primevideo",2025-04-02
2025-04-05,Finding Nemo,2003,https://boxd.it/9jZuAD,3.5,,"delightful

watched with patrick, reese, jaime, jamie, and john",garbage,2025-04-04
2025-04-06,Ratatouille,2007,https://boxd.it/9kiBXH,4.5,,"wow-- so much greater than i remember. maybe i was pretty cynical when i originally saw this back then after it released

watched with john, garrett, jaime, jamie, mj, and gibby",garbage,2025-04-05
2025-04-06,The Incredibles,2004,https://boxd.it/9kB3XL,4,,"with this entry, i've now logged 2+ films on 500 different days.

watched with john, jaime, mj, and garrett",garbage,2025-04-05
2025-04-06,Y2K,2024,https://boxd.it/9kIWz9,3.5,,"entertaining but cringey. at least it’s original

watched with mj, jamie, and michael","max, big brain",2025-04-06
2025-04-08,The Tree of Life,2011,https://boxd.it/9lVzZ9,4.5,Yes,"it felt appropriate to revisit this today. i was gifted this film on my birthday in 2021 by j david lewis and subsequently logged a viewing of the extended version. this time, i watched the theatrical version. 

this is my first criterion film to own, and i’ve expanded my collection to 28 titles and i’ve logged over a thousand more films to Letterboxd.

i love movies, and i think they can achieve high art. i’m grateful for all the experience offered by the film medium, i believe it has made me more human.

when jessica chastain rejoicingly points to the sky and claims, “that’s where god lives!” and then it cuts to a glorious display of clouds, my heart skipped a beat","bluray, criterion",2025-04-08
2025-04-09,Jurassic Park,1993,https://boxd.it/9m5SrZ,4.5,Yes,broke in the 4K Ultra HD,4k,2025-04-08
2025-04-09,Twin Peaks,1989,https://boxd.it/9m8XtH,4.5,Yes,"This aired April 8, 1990, on my first birthday. Watched with my mom.",dvd,2025-04-08
2025-04-09,Marriage Story,2019,https://boxd.it/9meBif,4,Yes,"showed this to my mom for a second time and she said it was lovely and she was so proud of herself because she ""wouldn't have been able to watch this a year ago"" despite the fact that i logged her watching this three years ago","bluray, criterion",2025-04-08
2025-04-10,Black Mirror: The National Anthem,2011,https://boxd.it/9mUPzt,3,Yes,"smart and mean. watched with jaime, jamie, rick, tommy, and garrett",garbage,2025-04-09
2025-04-11,Black Mirror: Common People,2025,https://boxd.it/9n96Iv,3.5,,really good opening episode,"garbage, netflix",2025-04-10
2025-04-11,Black Mirror: Bête Noire,2025,https://boxd.it/9nd9v3,4,,very jungian ,netflix,2025-04-10
2025-04-11,Secret Mall Apartment,2024,https://boxd.it/9not8Z,4,,"Stranger Than Fiction film festival 
Day 1","in theaters, msfilmsociety",2025-04-10
2025-04-11,Black Mirror: Plaything,2025,https://boxd.it/9noDvp,3.5,,Capaldi is having a blast here,"netflix, garbage",2025-04-10
2025-04-12,Black Mirror: Eulogy,2025,https://boxd.it/9nBQsJ,5,,omg 😭😭😭,netflix,2025-04-11
2025-04-13,23 Mile,2024,https://boxd.it/9oj5H1,3,,"chat are we cooked

Stranger Than Fiction Film Festival day 2","in theaters, msfilmsociety",2025-04-12
2025-04-13,Psycho,1960,https://boxd.it/9otslx,5,,"it managed to scare me.

watched with lolo and mj :]","netflix, garbage",2025-04-12
2025-04-16,Scott Pilgrim Takes Off,2023,https://boxd.it/9qbkJN,5,,really quite wonderful ,"netflix, garbage",2025-04-15
2025-04-17,Adolescence,2025,https://boxd.it/9qxvs3,5,,oh this one hurts,netflix,2025-04-16
2025-04-17,El Camino: A Breaking Bad Movie,2019,https://boxd.it/9qJkU5,4,,"i do love me some aaron paul

watched with garre herre","netflix, garbage",2025-04-16
2025-04-17,Jungle,2017,https://boxd.it/9qOpXN,3.5,,"wild

watched with mj :}, lolo, and jaimz",garbage,2025-04-16
2025-04-17,10 Cloverfield Lane,2016,https://boxd.it/9qVsVz,3.5,Yes,"watched with mj, lolo, jaimz, rick, and vayp",garbage,2025-04-17
2025-04-18,Sinners,2025,https://boxd.it/9rluhN,5,,"probably the best movie of the year

watched with pj and ryan","imax, in theaters",2025-04-17
2025-04-19,May December,2023,https://boxd.it/9rIJuX,3.5,,watched with lolo,"netflix, garbage",2025-04-18
2025-04-21,Gattaca,1997,https://boxd.it/9tqqxP,4.5,Yes,"the least serious part of this movie is ""deGENEerate""

break-in screening of the 4K UHD",4k,2025-04-20
2025-04-21,Hustle,2022,https://boxd.it/9tAySL,4,,"i thought this was great.

watched with jaime, reese, and garrett",garbage,2025-04-20
2025-04-22,Sinners,2025,https://boxd.it/9u0jmx,5,Yes,"<i>this is bigger than the music</i>

watched with kyle","in theaters, imax, moviepass",2025-04-21
2025-04-22,Conclave,2024,https://boxd.it/9ueVnL,5,Yes,"RIP Pope Francis

watched with Jaime, Aaron, and Garrett","primevideo, garbage",2025-04-21
2025-04-23,Sinners,2025,https://boxd.it/9uNBBX,5,Yes,"""Fellowship and love... and Cornbread""

watched with ethan and eduardo","in theaters, imax, egholaday, eduardo",2025-04-22
2025-04-24,#LookAtMe,2022,https://boxd.it/9v3Vmv,2.5,,"this is quite rough but i wonder if Coogler saw it. Yao starring as twin brothers in this before landing a supporting role in <i>Sinners</i>, the story of twin brothers played by Michael B Jordan, is a nice cinematic parallel. ",tubi,2025-04-23
2025-04-25,Absentia,2011,https://boxd.it/9vS1cB,3.5,,"watched with Jaime, Jamie, Reese, and Tim","primevideo, garbage",2025-04-24
2025-04-25,Contagion,2011,https://boxd.it/9vUmKt,5,Yes,"watched with mj, jaimz, gali, and garrett","primevideo, garbage",2025-04-24
2025-04-26,Sinners,2025,https://boxd.it/9wmZWp,5,Yes,"“For a few hours, we was free”

Watched with Chris and Steph","in theaters, imax, moviepass",2025-04-25
2025-04-27,Saltburn,2023,https://boxd.it/9x3m5H,4.5,Yes,watched with hunter,primevideo,2025-04-26
2025-04-28,Pineapple Express,2008,https://boxd.it/9xq1hD,4,,"watched with gibby, guffy, and roachdog",garbage,2025-04-27
2025-04-29,A Complete Unknown,2024,https://boxd.it/9xWyld,4,Yes,"<blockquote>So long, it's been good to know yuh;
So long, it's been good to know yuh;
So long, it's been good to know yuh
This dusty old dust is a-gettin' my home
And I got to be driftin' along</blockquote>

I don't know if she listened to Bob Dylan, but my Grandma Johnnie Burden did love her southern gospel music. The Gaither Vocal Band was her shit. When I visited her last, she showed me her television that had a DVD player ""just for my Gaithers."" 

She loved her music. She passed away 24 April, 2025. I thought of her while watching this.",disney+,2025-04-28
2025-04-30,Cleaner,2007,https://boxd.it/9yNsUH,2,,"watched with gali, mj, and jaimz",big brain,2025-04-29
2025-05-03,The Straight Story,1999,https://boxd.it/9AdzC7,5,,"i loved this for so many reasons. if you'd like to know them all, watch this film
•
watched with mj and jaimz","disney+, garbage, profile",2025-05-02
2025-05-04,Sinners,2025,https://boxd.it/9ANaLF,5,Yes,"a fifth time

watched with Mary, Jennie, and Eric","in theaters, moviepass, merry, jsyd",2025-05-03
2025-05-04,Thunderbolts*,2025,https://boxd.it/9ATdpJ,4,,"good

watched with Ryan","in theaters, imax, moviepass",2025-05-03
2025-05-05,The Order,2024,https://boxd.it/9BxiRt,4.5,,"wow. I need to read the source materials and find more primary sources. This is an American tale. 

Watched with Reese","disney+, garbage",2025-05-04
2025-05-05,Companion,2025,https://boxd.it/9C0i7D,4,,"very entertaining but i don't think i would have enjoyed this outside of streaming

watched with mj, jaimz, and gali",garbage,2025-05-04
2025-05-07,Portrait of God,2022,https://boxd.it/9CVQEP,4.5,Yes,watched with shelby,"youtube, shelby",2025-05-06
2025-05-07,Beau,2011,https://boxd.it/9CVQVL,4,Yes,watched with shelby,"youtube, shelby",2025-05-06
2025-05-07,Munchausen,2013,https://boxd.it/9CWfBB,3,Yes,"it still makes me feel bad

watched with shelby","youtube, shelby",2025-05-06
2025-05-07,When We Are Born,2021,https://boxd.it/9CWZHv,5,Yes,"today, i attended my grandmother's funeral.

i'm grateful. ",youtube,2025-05-06
2025-05-09,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/9DWoIv,4,Yes,"watched with Hunter, Michael, Kaylee, Roland, Reagan, Eddie, and John","eduardo, hunnit",2025-05-08
2025-05-09,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/9DZFlp,3.5,,"Watched with Kaylee, Michael, John, and Hunter","eduardo, hunnit",2025-05-08
2025-05-10,Likeness,2024,https://boxd.it/9EE9Tr,3,,an omeleto sci fi channel on youtube? hell yeah,"youtube, omeleto",2025-05-10
2025-05-13,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/9GhQYr,3,Yes,"i do still like this. although i did skip the podrace sequence (why is it almost 20 minutes??)

watched with mj :]","garbage, disney+",2025-05-12
2025-05-13,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/9Glhff,2.5,,"woof this does exactly what it wants to do

watched with jaimz","disney+, garbage",2025-05-12
2025-05-15,Rogue One: A Star Wars Story,2016,https://boxd.it/9HbdC9,4.5,Yes,"obligatory watch following the conclusion of <i>Andor</i>

Star Wars fucking rocks",disney+,2025-05-14
2025-05-16,The Super Mario Bros. Movie,2023,https://boxd.it/9HTJb3,4,Yes,"watched with guffy, mj :], lolo, and sasa",garbage,2025-05-15
2025-05-19,Sinners,2025,https://boxd.it/9JMqaz,5,Yes,"<blockquote>I hated those men but the words still bring me comfort </blockquote>Watched with Hunter L, Hunter B. Ray, Martin, Keegan, Eddie, Kaylee, Drake, Ben, Faith. Anna, Elizabeth, and Mary","in theaters, moviepass, eduardo, hunnit, merry, lovvorn",2025-05-18
2025-05-19,The Final Destination,2009,https://boxd.it/9JT6Cx,2.5,Yes,"I don’t remember watching this. It’s actually pretty hilarious, though the VFX are shitty. 


watched with mj, jaimz, rick, and gali","garbage, max",2025-05-19
2025-05-19,Final Destination,2000,https://boxd.it/9JTQ7l,3,,"solid

watched with mj and jaimz","garbage, max",2025-05-19
2025-05-20,Novocaine,2025,https://boxd.it/9K6Ywz,3.5,Yes,watched with jaimz and mj,garbage,2025-05-19
2025-05-20,Final Destination 2,2003,https://boxd.it/9Knyc3,3,,"watched with mj, jaimz, tim, and sass","max, garbage",2025-05-19
2025-05-20,Final Destination 3,2006,https://boxd.it/9Kqdhx,3.5,,"i love my girl MEW

watched with mj, sass, coupe, jaimz, and rick","garbage, max",2025-05-19
2025-05-20,Final Destination 5,2011,https://boxd.it/9KsljZ,3,,"lmao at the ending, so great

watched with rick, sass, jaimz, and mj","garbage, max",2025-05-19
2025-05-21,Final Destination Bloodlines,2025,https://boxd.it/9KQY8T,3.5,,my first <i>Final Destination</i> in theaters and it was a blast,"in theaters, imax, moviepass",2025-05-20
2025-05-21,A Sacrifice,2024,https://boxd.it/9KX7Ap,3,,"could have used some more writing, I think. the imagery is there, but the story is a bit… unoriginal? I still dug it; thought there were plenty of good things. Sadie Sink is one of them. That <i>twist</i> is not.","netflix, garbage",2025-05-20
2025-05-22,The Empire Strikes Back,1980,https://boxd.it/9LsUHB,4,,"cinematic af

watched with garrett","garbage, disney+",2025-05-21
2025-05-22,Untold: The Fall of Favre,2025,https://boxd.it/9Luzav,3.5,,"fuck brett favre

this is actually a pretty good doc. a 61-minute runtime makes this easy to recommend if you're just looking for something to put on, though there's literally 30 minutes dedicated to a dick pic subplot

watched with garrett","netflix, garbage",2025-05-21
2025-05-22,The Harvester,2023,https://boxd.it/9Lv6at,2.5,,watched with garrett,"dust, youtube, garbage",2025-05-21
2025-05-23,The 10 Year Plan,2014,https://boxd.it/9M1PTR,2,,"oh pawel, i think it's sweet you worked on this. ","primevideo, garbage",2025-05-22
2025-05-25,Solo: A Star Wars Story,2018,https://boxd.it/9NlJJv,3.5,,"i haven't logged this since i watched it in theaters which was before i joined the letterboxd

it's mostly action set-pieces and lore, and tbh i think it's actually quite high quality. especially with the likes of woody harrelson and thandie newton. alden is great (omg is he great) and emilia was in everything else at the time, so why not a star war too? emilia i could live without, but her setup of the only cameo was WORTH

i'd be down for more movies with Alden and Donald hanging out and doing some casual crimes","disney+, garbage",2025-05-24
2025-05-25,Star Wars: The Force Awakens,2015,https://boxd.it/9NwdAj,3,,"i like plenty of this to remember why i gave it 3 stars. 

i actively dislike enough of this to remember why i left two stars off.

the nostalgia bait has not aged well. ","garbage, disney+",2025-05-25
2025-05-26,Star Wars: The Last Jedi,2017,https://boxd.it/9NVwYJ,3.5,,"gonna go ahead and keep this at 3.5 stars because it's clearly the best of the sequel trilogy but it is still constrained by a formula, if only active rebellion of the formula.","disney+, garbage",2025-05-25
2025-05-26,Star Wars: The Rise of Skywalker,2019,https://boxd.it/9NYk91,2.5,Yes,"this whole film feels like overcompensation for the rest of the sequel trilogy. it tries to do way too much without really knowing what purpose it has in doing it. 

this entry doesn't fail because of nostalgia bait. it fails because it should have been the story of the sequel trilogy from the beginning, and it was not.","disney+, garbage",2025-05-25
2025-05-27,The Brutalist,2024,https://boxd.it/9OBxH9,4,Yes,"<strong>OVERTURE</strong>

Chains and screams and joy and hugs as the Statue of Liberty enters the frame unexpectedly from the top, staring down at us like a giant mother.

<strong>THE ENIGMA OF ARRIVAL</strong>

Attila welcomes his cousin with tears and introduces him to his quarters as a servant, mentioning only the employee restroom. Attila's insecurity drives László out. The weakness of the man and the woman's suggestion create a reality that is actively hostile toward László.

And this is how America seems to be designed: to separate, to subjugate, and to sell.

Bicycle. Tricycle. Family.

The act of immigration is an act of faith that life can be made, that we can choose better things for ourselves and give more to our friends and family. The promise of America is that all of this is possible.

That promise will seem like a lie by the end of this film, but the hope in this story is not rooted in the American dream.

<blockquote>""Is there a better description of a cube than that of its construction?""</blockquote>

Doylestown represents small-town America, contrasting the NYC arrival with a rural community. The project is only welcomed by the community once it is demonstrated to be sufficiently Christian—a thread that is important in history because of the bloodshed it has caused.

<strong>INTERMISSION</strong>

I am pleased that the intermission exists in streaming, even if only for a minute. I did enjoy the music during the theatrical intermission.

<strong>THE HARD CORE OF BEAUTY</strong>

Only Maggie cares enough to show up with László to greet Zsófia and Erzsébet. I think this film shows women honestly, and we are meant to draw conclusions from how loud the men end up being. Perhaps my main criticism of this film is that we spend so much time with these men when I prefer the women, yet it reflects reality to spend more time listening to flawed men.

Beauty's core is hard because it comes from truth.

<strong>EPILOGUE</strong>

Truth told through storytelling is an expression of the storyteller.

The storyteller all along is Zsófia, and she succumbs to the same ill fate as her uncle László and survives her aunt Erzsébet to speak for him as the concluding point of this film. Harry rapes Zsófia, but it happens off-screen. Harrison rapes László.

<em>The Brutalist</em> depicts this American story in America, but the rape depicted on screen happens in Italy. What are we to make of the rape that we know happened off-screen, in America—in our own Pennsylvania?",max,2025-05-26
2025-05-27,Inside Out 2,2024,https://boxd.it/9OGmxn,3.5,,watched with lolo and jaimz,"disney+, garbage",2025-05-26
2025-05-29,Rogue One: A Star Wars Story,2016,https://boxd.it/9PTGid,4.5,Yes,watched with Elijah to conclude watching <i>Andor</i>,disney+,2025-05-28
2025-05-29,Mickey 17,2025,https://boxd.it/9Q4Npn,4.5,Yes,"watched with Rick, Jaimz, mj, and sass",garbage,2025-05-29
